opportunity_id,deal_amount,discount_pct,stage,days_in_stage,region,product,probability,expected_revenue,anomaly_score,is_anomaly
275,31659.03,16.9,Closed Lost,60,Unknown,VAS,0.54,17095.8762,0.14049157071987828,False
276,38623.15,12.2,Qualified,34,EMEA,Core Payments,0.65,25105.0475,0.11576935833457208,False
277,15660.96,11.4,Closed Lost,63,APAC,Risk Solutions,0.47,7360.651199999999,0.1802416021412066,False
278,17060.54,14.8,Negotiation,61,Unknown,Core Payments,0.83,14160.2482,0.14981560575018388,False
279,5524.18,19.2,Prospecting,53,EMEA,VAS,0.86,4750.794800000001,0.06403235949585773,False
280,37874.89,11.7,Prospecting,47,LATAM,Core Payments,0.91,34466.149900000004,0.07402572497066373,False
281,15480.67,4.9,Prospecting,73,APAC,Core Payments,0.9,13932.603,0.10493646466064721,False
282,6164.67,9.2,Closed Lost,12,Unknown,Analytics,0.26,1602.8142,0.06522488767100276,False
283,7621.56,11.2,Closed Lost,36,Unknown,Risk Solutions,0.75,5716.17,0.11372173276096842,False
284,19268.56,3.0,Closed Lost,105,LATAM,Risk Solutions,0.54,10405.022400000002,0.10314505643022709,False
285,34766.03,15.9,Prospecting,7,LATAM,Core Payments,0.89,30941.7667,0.061613545952013404,False
286,20880.3,8.2,Closed Won,26,APAC,Core Payments,0.52,10857.756,0.16090678864967528,False
287,29233.38,14.6,Closed Won,116,Unknown,Core Payments,0.27,7893.012600000001,0.0952994438824385,False
288,11374.17,13.0,Closed Lost,33,Unknown,Analytics,0.61,6938.2437,0.15098692174595446,False
289,9849.55,10.5,Qualified,98,APAC,Analytics,0.26,2560.883,0.09914702921846513,False
290,37475.12,20.2,Qualified,111,Unknown,Analytics,0.41,15364.7992,0.08099669851179603,False
291,29592.81,9.2,Closed Lost,116,APAC,Core Payments,0.94,27817.2414,0.048527885398283344,False
292,21626.93,8.6,Closed Lost,23,APAC,Core Payments,0.94,20329.3142,0.0895285480218242,False
293,47536.62,13.5,Prospecting,42,LATAM,Risk Solutions,0.73,34701.7326,0.07609411145854217,False
294,12447.63,16.2,Proposal,67,APAC,Risk Solutions,0.56,6970.6728,0.15887263530519097,False
295,17117.22,12.0,Closed Lost,43,EMEA,Analytics,0.2,3423.4440000000004,0.11370046437239256,False
296,40774.93,7.1,Closed Lost,60,APAC,Risk Solutions,0.45,18348.7185,0.11887056777940802,False
297,66348.51,15.5,Prospecting,32,EMEA,Core Payments,0.41,27202.8891,0.024030004118180903,False
298,22138.1,15.0,Proposal,10,APAC,Risk Solutions,0.62,13725.622,0.1350461219539511,False
299,60337.65,22.4,Closed Lost,29,Unknown,Analytics,0.6,36202.59,-0.013726450777410526,True
300,15344.21,10.9,Qualified,84,Unknown,Core Payments,0.72,11047.8312,0.1635268313414695,False
301,26845.4,13.1,Negotiation,76,EMEA,VAS,0.72,19328.688,0.15691479649367773,False
302,19844.97,9.2,Prospecting,45,Unknown,VAS,0.66,13097.6802,0.16418891911853822,False
303,8493.45,4.6,Closed Lost,60,LATAM,VAS,0.69,5860.4805,0.11023532864108054,False
304,25713.82,12.4,Closed Lost,79,LATAM,VAS,0.29,7457.007799999999,0.1522992186211773,False
305,38547.63,16.3,Negotiation,100,APAC,Risk Solutions,0.24,9251.4312,0.07668863461571285,False
306,20151.62,6.9,Closed Lost,19,APAC,Analytics,0.44,8866.7128,0.1426313364618237,False
307,21114.75,8.6,Closed Won,5,EMEA,Core Payments,0.69,14569.1775,0.1215250117281167,False
308,50805.32,6.1,Qualified,113,Unknown,Core Payments,0.23,11685.2236,0.0371704427882682,False
309,10406.35,18.7,Qualified,48,Unknown,VAS,0.7,7284.445,0.11843132704403492,False
310,8968.26,8.8,Closed Lost,65,APAC,Analytics,0.77,6905.5602,0.12777636116425112,False
311,14877.07,14.9,Prospecting,27,LATAM,Risk Solutions,0.82,12199.1974,0.14293410476683066,False
312,10743.18,7.7,Qualified,28,LATAM,Analytics,0.63,6768.2034,0.1314986151717592,False
313,49403.35,12.4,Qualified,80,APAC,Analytics,0.58,28653.943,0.09144207918806935,False
314,26524.22,8.9,Closed Won,4,LATAM,VAS,0.48,12731.6256,0.11929603487425494,False
315,13115.42,0.3,Prospecting,43,APAC,Analytics,0.81,10623.4902,0.0706448613623557,False
316,15234.42,12.4,Proposal,80,Unknown,Risk Solutions,0.84,12796.9128,0.15250706809690423,False
317,122594.85,14.6,Closed Lost,110,LATAM,Risk Solutions,0.6,73556.91,-0.12524130857021853,True
318,15274.59,1.6,Qualified,21,APAC,VAS,0.8,12219.672,0.07590885656067758,False
319,13943.73,11.1,Negotiation,54,LATAM,VAS,0.55,7669.0515,0.16735855344131512,False
320,26438.7,9.8,Negotiation,85,EMEA,Analytics,0.8,21150.960000000003,0.1410866035591482,False
321,32304.17,6.6,Closed Won,86,EMEA,VAS,0.8,25843.336,0.11121880029875758,False
322,25159.96,10.7,Prospecting,37,APAC,Risk Solutions,0.88,22140.7648,0.13389549977884857,False
323,12769.62,2.3,Qualified,56,LATAM,Risk Solutions,0.63,8044.860600000001,0.10470911308457082,False
324,10987.22,13.3,Qualified,103,APAC,Analytics,0.9,9888.498,0.10695652075713552,False
325,31498.16,17.9,Prospecting,112,Unknown,Risk Solutions,0.89,28033.3624,0.06523877122787802,False
326,21321.81,5.7,Proposal,49,EMEA,VAS,0.43,9168.3783,0.145332013730325,False
327,8226.7,11.7,Qualified,27,Unknown,VAS,0.34,2797.0780000000004,0.12448537730219161,False
328,44471.36,19.1,Closed Won,69,LATAM,Risk Solutions,0.73,32464.0928,0.05985169762022757,False
329,35073.37,12.6,Qualified,95,EMEA,VAS,0.5,17536.685,0.14206202756267206,False
330,19061.53,9.4,Proposal,19,Unknown,VAS,0.86,16392.9158,0.12871602131240767,False
331,18841.96,7.4,Closed Lost,12,Unknown,Analytics,0.21,3956.8116,0.0851118323095102,False
332,25308.0,12.9,Qualified,75,LATAM,VAS,0.34,8604.720000000001,0.15782158767988536,False
333,14585.66,11.3,Closed Won,36,LATAM,Risk Solutions,0.31,4521.5546,0.1533467767068778,False
334,9808.58,15.2,Closed Lost,31,LATAM,Analytics,0.25,2452.145,0.10905100794772665,False
335,26729.17,4.4,Qualified,63,EMEA,Risk Solutions,0.22,5880.417399999999,0.09833933326273464,False
336,9288.65,17.4,Closed Lost,15,Unknown,VAS,0.2,1857.73,0.04438138980082951,False
337,27845.76,10.0,Closed Won,14,APAC,Analytics,0.27,7518.3552,0.12423458599790843,False
338,9276.83,15.2,Qualified,115,EMEA,VAS,0.22,2040.9026,0.05263097926682192,False
339,20753.59,8.4,Qualified,80,LATAM,VAS,0.51,10584.3309,0.1700578463212744,False
340,20304.81,5.5,Proposal,81,Unknown,Core Payments,0.58,11776.7898,0.15114492298049143,False
341,64188.39,9.2,Closed Lost,65,LATAM,VAS,0.42,26959.1238,0.04257320996446923,False
342,11630.31,7.2,Qualified,48,Unknown,Analytics,0.57,6629.276699999999,0.14303377426957653,False
343,9424.17,10.1,Proposal,74,Unknown,Risk Solutions,0.27,2544.5259,0.1220310159508573,False
344,14947.41,15.2,Negotiation,32,LATAM,Risk Solutions,0.93,13901.0913,0.10882452041084434,False
345,11223.45,17.4,Proposal,64,APAC,Analytics,0.4,4489.38,0.14833916091484833,False
346,15462.03,13.0,Closed Won,89,LATAM,Analytics,0.78,12060.3834,0.15595625900285465,False
347,28352.79,9.3,Negotiation,22,Unknown,Core Payments,0.42,11908.1718,0.15144173609710276,False
348,35002.91,9.7,Closed Won,97,APAC,Analytics,0.94,32902.735400000005,0.05782099918629924,False
349,59619.43,15.0,Negotiation,105,LATAM,Analytics,0.36,21462.9948,0.03294234548020358,False
350,14157.44,17.7,Negotiation,53,EMEA,Risk Solutions,0.22,3114.6368,0.09993508635560966,False
351,107272.04,10.4,Closed Won,73,Unknown,Risk Solutions,0.45,48272.418,-0.07123782881511997,True
352,72352.93,11.4,Negotiation,89,EMEA,VAS,0.24,17364.703199999996,0.014545376506650887,False
353,19494.43,8.2,Negotiation,71,LATAM,Core Payments,0.95,18519.7085,0.09956860765539899,False
354,5569.99,13.0,Closed Lost,112,Unknown,VAS,0.94,5235.790599999999,0.03289761686639292,False
355,20955.0,16.8,Proposal,24,APAC,Risk Solutions,0.39,8172.450000000001,0.14579515132077953,False
356,23005.87,-2.5,Qualified,26,Unknown,Risk Solutions,0.24,5521.408799999999,0.0374192088603591,False
357,5543.88,13.3,Closed Won,109,LATAM,VAS,0.81,4490.5428,0.07369214790033607,False
358,23024.15,9.2,Proposal,64,EMEA,VAS,0.9,20721.735,0.13068468049043885,False
359,19533.91,0.4,Proposal,31,EMEA,Risk Solutions,0.91,17775.8581,0.04061493781893466,False
360,13746.96,13.6,Qualified,104,APAC,Core Payments,0.85,11684.916,0.12673196617691895,False
361,32079.66,11.6,Closed Lost,79,EMEA,Risk Solutions,0.58,18606.2028,0.16268078936446162,False
362,40263.84,13.8,Closed Lost,83,LATAM,Risk Solutions,0.33,13287.0672,0.13212597820731364,False
363,16453.5,5.2,Proposal,99,EMEA,Core Payments,0.53,8720.355,0.1220682292545584,False
364,25277.95,22.7,Closed Lost,101,APAC,VAS,0.32,8088.944,0.06631179777124907,False
365,14870.35,12.6,Qualified,113,Unknown,Core Payments,0.74,11004.059,0.12840189803659363,False
366,13739.59,10.3,Closed Lost,75,LATAM,Risk Solutions,0.69,9480.3171,0.16384043505055323,False
367,23102.54,19.6,Negotiation,42,APAC,Core Payments,0.54,12475.3716,0.13001599200170755,False
368,30153.4,15.3,Prospecting,91,EMEA,Analytics,0.79,23821.186,0.13998556592088607,False
369,15709.55,16.2,Closed Lost,75,LATAM,Risk Solutions,0.71,11153.7805,0.15523522134071932,False
370,5835.98,17.8,Proposal,91,LATAM,Risk Solutions,0.33,1925.8734,0.07923598891608963,False
371,31303.05,1.6,Closed Won,78,LATAM,Risk Solutions,0.49,15338.4945,0.10430635396181881,False
372,8451.21,20.3,Prospecting,17,LATAM,Core Payments,0.72,6084.8712,0.06143235592258456,False
373,23699.26,10.3,Negotiation,58,APAC,Risk Solutions,0.55,13034.593,0.17146622693077457,False
374,64049.77,13.4,Closed Lost,21,APAC,Risk Solutions,0.81,51880.3137,-0.03819584471428983,True
375,21805.17,16.6,Closed Lost,101,Unknown,Core Payments,0.93,20278.8081,0.08417954552135531,False
376,10787.57,8.4,Closed Lost,23,APAC,Core Payments,0.93,10032.4401,0.08392259418245895,False
377,9166.33,13.6,Proposal,91,EMEA,Core Payments,0.58,5316.471399999999,0.15087286277137357,False
378,44456.96,15.8,Closed Won,58,EMEA,Risk Solutions,0.51,22673.0496,0.10587430302369427,False
379,21803.61,11.8,Proposal,95,APAC,Risk Solutions,0.62,13518.2382,0.15739176060658805,False
380,30450.06,14.5,Negotiation,83,Unknown,VAS,0.7,21315.042,0.15306707030161432,False
381,38398.78,4.0,Negotiation,89,APAC,VAS,0.94,36094.8532,0.02205981722612027,False
382,21388.29,6.0,Prospecting,9,EMEA,Analytics,0.68,14544.037200000002,0.12033402384507547,False
383,18303.31,6.2,Prospecting,93,LATAM,Risk Solutions,0.79,14459.614900000002,0.13111983301737118,False
384,12476.37,13.9,Negotiation,78,APAC,VAS,0.93,11603.0241,0.11659771258459656,False
385,3465.1,30.7,Qualified,55,LATAM,Analytics,0.67,2321.617,-0.007907311696228603,True
386,8859.09,13.3,Prospecting,62,EMEA,Risk Solutions,0.83,7353.044699999999,0.13365481506255933,False
387,21125.66,11.3,Closed Won,118,Unknown,Analytics,0.54,11407.8564,0.12130383868994654,False
388,19827.85,11.7,Proposal,89,Unknown,Core Payments,0.55,10905.3175,0.1701244378442942,False
389,28061.0,16.9,Prospecting,85,EMEA,Analytics,0.48,13469.28,0.15605146065549474,False
390,20414.24,15.6,Prospecting,34,APAC,Core Payments,0.32,6532.5568,0.14963533482633118,False
391,24236.49,6.3,Closed Lost,68,EMEA,Analytics,0.38,9209.8662,0.14971083966530535,False
392,35336.77,17.1,Proposal,11,EMEA,Core Payments,0.92,32509.8284,0.05115183745467944,False
393,12951.58,11.9,Closed Lost,60,Unknown,Risk Solutions,0.42,5439.6636,0.16767031409486233,False
394,18540.36,16.1,Closed Won,20,LATAM,Core Payments,0.38,7045.3368,0.1422988963482708,False
395,8397.36,2.0,Closed Lost,16,LATAM,Risk Solutions,0.74,6214.0464,0.05060693027824048,False
396,39487.35,4.2,Closed Won,62,APAC,Core Payments,0.66,26061.651,0.0823938316968339,False
397,22540.09,15.0,Closed Lost,12,Unknown,Risk Solutions,0.5,11270.045,0.14626008694780868,False
398,29551.6,3.0,Closed Lost,84,EMEA,Analytics,0.46,13593.736,0.12463507194146717,False
399,55575.06,13.9,Closed Won,33,APAC,VAS,0.33,18339.7698,0.06665986117645317,False
400,42096.82,13.7,Negotiation,4,APAC,VAS,0.26,10945.1732,0.05634127687124024,False
401,21247.6,12.7,Proposal,43,APAC,Core Payments,0.24,5099.423999999999,0.14448859274870413,False
402,35334.36,13.8,Proposal,81,LATAM,Risk Solutions,0.42,14840.4312,0.15255685485982734,False
403,9329.88,13.3,Closed Won,88,LATAM,Analytics,0.58,5411.330399999999,0.15541651897511932,False
404,28576.66,14.2,Closed Lost,79,LATAM,Analytics,0.57,16288.696199999998,0.1611703132852242,False
405,23940.96,10.0,Prospecting,15,EMEA,VAS,0.72,17237.4912,0.13788805909095192,False
406,8341.84,11.9,Negotiation,44,LATAM,VAS,0.86,7173.9824,0.12012457696470841,False
407,49138.2,26.6,Qualified,76,LATAM,Risk Solutions,0.6,29482.92,0.01044985881849747,False
408,14437.06,17.7,Qualified,7,LATAM,Risk Solutions,0.43,6207.935799999999,0.11214654958697468,False
409,33187.79,15.1,Closed Won,95,Unknown,Core Payments,0.92,30532.7668,0.0752206614221893,False
410,17120.62,14.0,Closed Lost,70,APAC,Analytics,0.33,5649.8046,0.15724377424418645,False
411,39979.65,8.4,Prospecting,117,APAC,VAS,0.68,27186.162000000004,0.06638024343112381,False
412,48404.94,13.1,Closed Lost,34,APAC,VAS,0.35,16941.729,0.08944456471845225,False
413,13386.08,10.8,Prospecting,51,APAC,Analytics,0.63,8433.2304,0.1660724062972156,False
414,8793.44,16.7,Negotiation,32,LATAM,VAS,0.94,8265.8336,0.07699189792498051,False
415,20356.47,7.4,Negotiation,45,EMEA,VAS,0.3,6106.941,0.1466242070132115,False
416,36656.64,0.2,Negotiation,65,LATAM,VAS,0.86,31524.7104,0.038330412707805794,False
417,17627.45,9.2,Closed Won,52,Unknown,VAS,0.31,5464.5095,0.15404690617674904,False
418,15243.16,15.5,Qualified,108,Unknown,VAS,0.77,11737.2332,0.12822014157249045,False
419,29524.31,24.3,Proposal,86,Unknown,Analytics,0.49,14466.9119,0.08244430367705169,False
420,4201.05,17.1,Closed Won,39,EMEA,Core Payments,0.58,2436.609,0.07079097193150374,False
421,14782.08,7.1,Closed Lost,85,APAC,Analytics,0.5,7391.04,0.14869423025007794,False
422,9601.96,10.9,Prospecting,77,Unknown,VAS,0.89,8545.7444,0.12605523543777708,False
423,26288.54,7.2,Closed Won,6,LATAM,Risk Solutions,0.58,15247.3532,0.11748810202273718,False
424,14161.05,11.1,Closed Lost,99,APAC,Analytics,0.65,9204.6825,0.15198330618339273,False
425,11281.27,7.5,Closed Lost,107,Unknown,Risk Solutions,0.6,6768.762,0.11483529403480236,False
426,17813.31,3.8,Qualified,40,LATAM,VAS,0.53,9441.054300000002,0.13222317796522692,False
427,9126.66,14.2,Negotiation,102,Unknown,Core Payments,0.37,3376.8642,0.11006860192069551,False
428,21853.71,13.0,Prospecting,108,APAC,Analytics,0.45,9834.1695,0.1455752801910704,False
429,14626.3,11.1,Negotiation,38,EMEA,Core Payments,0.82,11993.566,0.1498630923242666,False
430,17562.98,13.7,Proposal,76,Unknown,Analytics,0.57,10010.8986,0.17419902353008648,False
431,14324.36,22.2,Negotiation,96,EMEA,Analytics,0.55,7878.398000000001,0.09527978368445117,False
432,38076.7,12.6,Closed Lost,8,APAC,Risk Solutions,0.71,27034.456999999995,0.0950513568704967,False
433,20633.84,10.1,Negotiation,67,LATAM,Risk Solutions,0.9,18570.456,0.13713573403267337,False
434,30173.13,16.3,Qualified,108,APAC,VAS,0.38,11465.7894,0.13238792831536672,False
435,29374.18,3.8,Negotiation,72,LATAM,Risk Solutions,0.84,24674.3112,0.1004553343466566,False
436,13579.4,15.8,Closed Lost,102,LATAM,Analytics,0.83,11270.902,0.12683947109432742,False
437,31007.49,8.1,Proposal,76,LATAM,Risk Solutions,0.38,11782.8462,0.15930520648544133,False
438,27159.04,7.9,Qualified,106,APAC,Analytics,0.32,8690.8928,0.11809433804716263,False
439,26587.31,12.5,Closed Lost,41,EMEA,Core Payments,0.92,24460.325200000003,0.10984576161464327,False
440,17340.22,20.4,Proposal,42,APAC,Risk Solutions,0.41,7109.4902,0.1201729809745582,False
441,17049.8,8.3,Prospecting,108,APAC,VAS,0.25,4262.45,0.10774607928117996,False
442,35289.16,16.8,Proposal,18,Unknown,VAS,0.31,10939.6396,0.1048377303978193,False
443,81566.65,13.9,Closed Lost,13,EMEA,VAS,0.43,35073.659499999994,-0.037145214403077276,True
444,13385.45,5.0,Prospecting,9,LATAM,Core Payments,0.23,3078.6535000000003,0.061383900692995264,False
445,30353.56,16.6,Closed Won,27,Unknown,VAS,0.48,14569.7088,0.13550730057210464,False
446,17681.05,7.9,Qualified,83,APAC,VAS,0.63,11139.0615,0.1655464425781913,False
447,35274.44,4.6,Closed Won,18,Unknown,Risk Solutions,0.79,27866.807600000004,0.07980766236850356,False
448,28652.27,8.0,Closed Won,94,EMEA,Analytics,0.84,24067.9068,0.11979034325302013,False
449,41609.15,8.4,Proposal,42,EMEA,VAS,0.85,35367.777500000004,0.0794198532214957,False
450,4118.03,15.0,Prospecting,100,EMEA,Risk Solutions,0.9,3706.227,0.041226569553338144,False
451,15357.36,8.3,Closed Lost,109,APAC,Core Payments,0.51,7832.2536,0.13030291213143452,False
452,12174.38,19.5,Negotiation,49,APAC,Analytics,0.79,9617.7602,0.1102078931453851,False
453,20644.57,13.1,Closed Won,24,EMEA,Risk Solutions,0.67,13831.8619,0.1603561719836839,False
454,14266.66,8.4,Qualified,47,Unknown,Risk Solutions,0.23,3281.3318,0.11552822409540797,False
455,14994.14,7.8,Prospecting,103,LATAM,Core Payments,0.35,5247.949,0.12321546256611504,False
456,33160.54,13.1,Closed Won,96,APAC,VAS,0.36,11937.7944,0.13688585532660458,False
457,68951.38,1.9,Negotiation,109,EMEA,Analytics,0.36,24822.4968,-0.024716219249060423,True
458,4046.88,1.1,Qualified,16,EMEA,VAS,0.36,1456.8768,0.0057454803478447225,False
459,18283.06,7.6,Qualified,66,LATAM,Analytics,0.44,8044.5464,0.16259127572774307,False
460,26561.88,15.1,Negotiation,109,LATAM,Risk Solutions,0.35,9296.658,0.12641589995187102,False
461,22089.11,12.9,Prospecting,12,Unknown,Core Payments,0.38,8393.8618,0.14905123641946733,False
462,17906.5,12.1,Closed Won,68,Unknown,Analytics,0.37,6625.405,0.16710356900904272,False
463,9778.29,10.9,Negotiation,75,Unknown,VAS,0.68,6649.237200000001,0.15470874971202236,False
464,12511.41,1.1,Qualified,63,LATAM,Risk Solutions,0.42,5254.7922,0.10668451457213685,False
465,34029.71,10.4,Closed Lost,37,APAC,Analytics,0.29,9868.6159,0.13286539346680737,False
466,42001.37,3.1,Proposal,108,EMEA,Analytics,0.88,36961.2056,0.025866606688705107,False
467,23341.89,16.2,Negotiation,118,EMEA,Risk Solutions,0.5,11670.945,0.11693796559271913,False
468,13336.99,12.0,Negotiation,7,APAC,Core Payments,0.93,12403.4007,0.08427515732406166,False
469,23328.4,11.6,Prospecting,111,APAC,Core Payments,0.7,16329.88,0.1341876757780624,False
470,19071.99,14.0,Proposal,41,LATAM,VAS,0.36,6865.9164,0.16168881845625993,False
471,30557.42,13.6,Negotiation,38,APAC,Analytics,0.3,9167.226,0.14091576166473152,False
472,23646.71,13.2,Negotiation,78,EMEA,VAS,0.84,19863.2364,0.1481563117185572,False
473,15167.74,13.7,Closed Won,55,APAC,VAS,0.42,6370.4508,0.1681147194882473,False
474,24696.18,9.1,Closed Won,26,Unknown,VAS,0.24,5927.0832,0.12894508561843915,False
475,10854.74,5.3,Qualified,56,Unknown,Core Payments,0.7,7598.317999999999,0.12355419604457435,False
476,36026.4,13.7,Proposal,62,LATAM,VAS,0.21,7565.544,0.10396446110167062,False
477,44774.82,19.2,Prospecting,84,LATAM,Core Payments,0.26,11641.4532,0.07598586249015071,False
478,10860.61,17.1,Proposal,11,EMEA,VAS,0.77,8362.6697,0.09797755853108914,False
479,28356.97,10.9,Closed Won,40,Unknown,Analytics,0.41,11626.3577,0.16351039791400684,False
480,12151.92,15.1,Negotiation,7,LATAM,VAS,0.77,9356.9784,0.10868363215961258,False
481,41898.72,9.8,Proposal,4,Unknown,VAS,0.64,26815.1808,0.06967367492923648,False
482,37891.09,13.9,Qualified,77,Unknown,Analytics,0.25,9472.7725,0.11650283579004711,False
483,19185.17,9.0,Prospecting,94,EMEA,Core Payments,0.89,17074.8013,0.12406241151972525,False
484,40013.02,12.7,Closed Lost,88,Unknown,Core Payments,0.45,18005.859,0.13396401063967994,False
485,17006.4,22.0,Negotiation,40,APAC,Analytics,0.73,12414.672,0.09990501703425403,False
486,14975.85,15.9,Closed Won,75,APAC,Core Payments,0.68,10183.578,0.16090609328488825,False
487,15658.48,19.5,Proposal,68,LATAM,Analytics,0.49,7672.655199999999,0.13146995361425834,False
488,20241.49,8.1,Prospecting,33,Unknown,VAS,0.86,17407.6814,0.13533752537021249,False
489,18141.42,8.6,Proposal,96,APAC,Core Payments,0.25,4535.355,0.12390958851674472,False
490,24163.7,11.8,Qualified,23,LATAM,Core Payments,0.43,10390.391,0.15886057242626578,False
491,15229.12,14.8,Closed Lost,105,Unknown,Risk Solutions,0.89,13553.9168,0.11466377977702491,False
492,34850.32,11.0,Closed Lost,57,APAC,Core Payments,0.35,12197.612,0.14448671623439963,False
493,40642.99,17.1,Closed Won,43,EMEA,Risk Solutions,0.52,21134.3548,0.10175768796294055,False
494,16358.17,9.2,Proposal,110,APAC,VAS,0.84,13740.8628,0.11753856597906803,False
495,9355.27,18.8,Closed Lost,4,EMEA,VAS,0.39,3648.5553,0.06894361584106634,False
496,34007.08,16.8,Qualified,13,APAC,Core Payments,0.42,14282.9736,0.11616120774240485,False
497,43614.02,6.4,Prospecting,94,Unknown,Core Payments,0.37,16137.1874,0.09784712513510085,False
498,19971.29,14.9,Closed Won,44,LATAM,Analytics,0.75,14978.4675,0.15768838234683874,False
499,10179.08,10.9,Prospecting,49,EMEA,Risk Solutions,0.59,6005.6572,0.1611217972826004,False
500,25849.76,17.1,Closed Lost,116,LATAM,Core Payments,0.52,13441.8752,0.1154075826091947,False
501,54984.18,9.3,Closed Lost,98,Unknown,Risk Solutions,0.86,47286.3948,0.0050764699349864495,False
502,7145.26,13.6,Qualified,17,LATAM,Core Payments,0.7,5001.682,0.09945707874386223,False
503,29341.42,14.7,Closed Lost,43,APAC,Core Payments,0.3,8802.426,0.1442851457540984,False
504,18248.16,-1.8,Closed Won,41,EMEA,VAS,0.93,16970.788800000002,0.026721774242241092,False
505,13181.84,2.6,Proposal,44,APAC,Core Payments,0.7,9227.288,0.1014946918354897,False
506,29700.52,12.6,Closed Won,61,APAC,Core Payments,0.82,24354.4264,0.14396361829779397,False
507,10104.16,11.4,Prospecting,48,Unknown,Core Payments,0.62,6264.5792,0.15283256114093485,False
508,26322.17,17.1,Closed Lost,100,APAC,Analytics,0.93,24479.6181,0.07458533350470642,False
509,48433.91,13.1,Prospecting,9,EMEA,Risk Solutions,0.48,23248.2768,0.07203270138262574,False
510,24489.84,5.6,Qualified,100,APAC,Core Payments,0.54,13224.5136,0.12393694479258066,False
511,13019.54,13.6,Proposal,66,LATAM,Core Payments,0.6,7811.724,0.16349940319193124,False
512,7573.53,8.2,Closed Lost,96,APAC,Analytics,0.44,3332.3532,0.11463198039422812,False
513,10206.96,10.9,Prospecting,34,EMEA,VAS,0.59,6022.106399999999,0.15120497845250208,False
514,7297.35,9.5,Closed Lost,89,APAC,Core Payments,0.89,6494.641500000001,0.09495563240627664,False
515,57513.76,13.7,Closed Won,77,EMEA,Analytics,0.76,43710.4576,0.02657515881111583,False
516,18964.22,4.9,Closed Won,24,LATAM,Core Payments,0.35,6637.477,0.13048439051709187,False
517,11765.2,6.4,Closed Lost,98,LATAM,Core Payments,0.78,9176.856000000002,0.11868832641907134,False
518,10107.92,0.9,Closed Won,84,LATAM,Core Payments,0.26,2628.0592,0.05954529386620244,False
519,11610.36,22.7,Negotiation,98,APAC,Core Payments,0.33,3831.4188,0.05003159646938227,False
520,18006.61,7.0,Proposal,48,LATAM,Risk Solutions,0.5,9003.305,0.1554890858271195,False
521,10202.96,7.7,Qualified,75,EMEA,Risk Solutions,0.68,6938.0128,0.1432447560453562,False
522,60221.49,6.2,Qualified,90,LATAM,VAS,0.31,18668.6619,0.03920334670156356,False
523,14066.71,8.8,Closed Won,22,EMEA,Core Payments,0.64,9002.6944,0.14738986023517736,False
524,13772.79,9.8,Qualified,78,EMEA,Risk Solutions,0.63,8676.8577,0.1636720571505687,False
525,26493.51,15.1,Closed Lost,20,EMEA,Core Payments,0.91,24109.0941,0.10197114477631541,False
526,52593.65,12.9,Closed Won,76,APAC,Core Payments,0.45,23667.1425,0.08915631817106234,False
527,48746.35,13.6,Closed Lost,114,APAC,Core Payments,0.91,44359.1785,-0.002806105836337114,True
528,16437.3,9.0,Closed Lost,5,LATAM,Analytics,0.41,6739.293,0.1216168523794835,False
529,25674.58,11.6,Negotiation,108,LATAM,Risk Solutions,0.84,21566.6472,0.1207152924464851,False
530,24090.61,18.1,Closed Won,39,EMEA,Risk Solutions,0.7,16863.427,0.13979380788855622,False
531,30270.74,11.9,Proposal,40,Unknown,Risk Solutions,0.68,20584.1032,0.15302145598273503,False
532,25678.85,13.5,Prospecting,32,EMEA,Analytics,0.51,13096.2135,0.1614896757556884,False
533,12502.74,1.9,Proposal,116,LATAM,Analytics,0.28,3500.7672,0.03693441315405677,False
534,10341.15,14.6,Negotiation,80,EMEA,VAS,0.54,5584.2210000000005,0.15997013520668807,False
535,24474.65,13.3,Proposal,50,LATAM,VAS,0.55,13461.057500000004,0.17448468004578588,False
536,10827.85,18.4,Proposal,92,EMEA,Risk Solutions,0.65,7038.102500000001,0.12312874759832115,False
537,49907.87,-1.8,Closed Won,50,Unknown,VAS,0.25,12476.9675,0.01508353513192684,False
538,22560.55,12.1,Closed Won,117,LATAM,VAS,0.56,12633.908,0.12655537413351559,False
539,11900.71,11.4,Negotiation,19,LATAM,Risk Solutions,0.87,10353.6177,0.1243946805304294,False
540,18160.77,12.4,Closed Lost,10,EMEA,Core Payments,0.85,15436.6545,0.11888241939887495,False
541,16246.22,8.8,Prospecting,12,APAC,Core Payments,0.53,8610.4966,0.14873749936312342,False
542,20358.55,13.0,Qualified,9,Unknown,VAS,0.59,12011.544499999998,0.14331877186192227,False
543,38851.79,15.4,Proposal,72,LATAM,Analytics,0.87,33801.0573,0.08368950878778203,False
544,9258.93,12.2,Closed Lost,68,LATAM,Risk Solutions,0.95,8795.9835,0.09737778750839876,False
545,7182.87,10.5,Prospecting,40,EMEA,Risk Solutions,0.38,2729.4906,0.12681703322042248,False
546,26979.45,10.9,Negotiation,90,LATAM,Risk Solutions,0.62,16727.259000000002,0.15530108242288487,False
547,19803.82,10.0,Proposal,97,Unknown,Analytics,0.63,12476.4066,0.15723858350554742,False
548,24292.79,12.1,Qualified,102,APAC,Risk Solutions,0.61,14818.6019,0.14746901866330403,False
549,28759.63,8.3,Closed Lost,109,LATAM,Analytics,0.4,11503.852,0.13236642573187668,False
